,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
263Sg,106,157,263,0.9,s,asymmetric,87.0,symmetric,1.0344827586206897,s,9.403263,MeV
262Sg,106,156,262,11.4,ms,symmetric,6.0,symmetric,0.19,s,9.5998187,MeV
261Sg,106,155,261,183,ms,symmetric,98.1,symmetric,0.18654434250764526,s,9.7136999,MeV
260Sg,106,154,260,4.83,ms,symmetric,71.0,symmetric,0.006802816901408451,s,9.900587100000001,MeV
259Sg,106,153,259,0.4,s,symmetric,97.0,symmetric,0.4123711340206186,s,9.7650775,MeV
267Sg,106,161,267,1.4,m,asymmetric,17.0,approximation,494.1176470588235,s,8.625,MeV
271Sg,106,165,271,1.6,m,asymmetric,50.0,approximation,192.0,s,8.748,MeV
269Sg,106,163,269,2.13,m,asymmetric,100.0,approximation,127.8,s,8.5774408,MeV
262Bh,107,155,262,88,ms,asymmetric,100.0,approximation,0.088,s,10.3194999,MeV
261Bh,107,154,261,11.7,ms,asymmetric,100.0,approximation,0.0117,s,10.5002083,MeV
264Bh,107,157,264,0.99,s,asymmetric,85.0,approximation,1.1647058823529413,s,9.86,MeV
260Bh,107,153,260,35,ms,asymmetric,100.0,approximation,0.035,s,10.4002999,MeV
267Bh,107,160,267,16,s,asymmetric,100.0,approximation,16.0,s,9.23,MeV
272Bh,107,165,272,9.4,s,symmetric,100.0,approximation,9.4,s,9.302999900000001,MeV
274Bh,107,167,274,44,s,asymmetric,100.0,approximation,44.0,s,8.9399999,MeV
271Bh,107,164,271,1.5,s,asymmetric,100.0,approximation,1.5,s,9.4199999,MeV
270Bh,107,163,270,1,m,asymmetric,100.0,approximation,60.0,s,9.064499900000001,MeV
266Bh,107,159,266,10,s,asymmetric,100.0,approximation,10.0,s,9.426,MeV
265Bh,107,158,265,0.94,s,asymmetric,100.0,approximation,0.94,s,9.662,MeV
267Hs,108,159,267,53,ms,asymmetric,100.0,approximation,0.053,s,10.0375052,MeV
266Hs,108,158,266,2.97,ms,asymmetric,76.0,symmetric,0.003907894736842105,s,10.3456864,MeV
265Hs,108,157,265,1.9,ms,asymmetric,100.0,approximation,0.0019,s,10.470324399999999,MeV
269Hs,108,161,269,13,s,asymmetric,100.0,approximation,13.0,s,9.274000000000001,MeV
268Hs,108,160,268,0.4,s,asymmetric,100.0,approximation,0.4,s,9.76,MeV
275Hs,108,167,275,0.2,s,asymmetric,100.0,approximation,0.2,s,9.449999900000002,MeV
273Hs,108,165,273,0.51,s,asymmetric,100.0,approximation,0.51,s,9.649999900000001,MeV
264Hs,108,156,264,0.63,ms,asymmetric,80.0,asymmetric,0.0007875,s,10.5907541,MeV
263Hs,108,155,263,0.74,ms,asymmetric,100.0,approximation,0.00074,s,10.733499900000002,MeV
276Mt,109,167,276,0.62,s,symmetric,100.0,approximation,0.62,s,10.0999999,MeV
278Mt,109,169,278,4.5,s,asymmetric,100.0,approximation,4.5,s,9.5799999,MeV
270Mt,109,161,270,0.48,s,asymmetric,100.0,approximation,0.48,s,10.18,MeV
275Mt,109,166,275,20,ms,asymmetric,100.0,approximation,0.02,s,10.4826999,MeV
274Mt,109,165,274,0.44,s,asymmetric,100.0,approximation,0.44,s,10.595,MeV
268Mt,109,159,268,21,ms,asymmetric,100.0,approximation,0.021,s,10.768,MeV
267Ds,110,157,267,3,us,asymmetric,100.0,approximation,3e-06,s,11.7767587,MeV
269Ds,110,159,269,180,us,asymmetric,100.0,approximation,0.00017999999999999998,s,11.5095104,MeV
281Ds,110,171,281,12,s,asymmetric,6.0,approximation,200.0,s,9.473,MeV
282Ds,110,172,282,1.1,m,asymmetric,100.0,approximation,66.0,s,9.145,MeV
270Ds,110,160,270,0.19,ms,asymmetric,100.0,approximation,0.00019,s,11.1169933,MeV
277Ds,110,167,277,3.5,ms,asymmetric,100.0,approximation,0.0035,s,10.9,MeV
273Ds,110,163,273,190,us,asymmetric,100.0,approximation,0.00018999999999999998,s,11.3668999,MeV
271Ds,110,161,271,1.6,ms,asymmetric,100.0,approximation,0.0016,s,10.8699743,MeV
279Ds,110,169,279,216,ms,asymmetric,12.5,approximation,1.728,s,10.107000000000001,MeV
282Rg,111,171,282,100,s,asymmetric,100.0,approximation,100.0,s,9.55,MeV
281Rg,111,170,281,11,s,asymmetric,12.0,asymmetric,91.66666666666667,s,9.9,MeV
278Rg,111,167,278,4.2,ms,asymmetric,100.0,approximation,0.004200000000000001,s,10.8462999,MeV
274Rg,111,163,274,12,ms,asymmetric,100.0,approximation,0.012,s,11.4778999,MeV
272Rg,111,161,272,3.8,ms,asymmetric,100.0,approximation,0.0038,s,11.1974272,MeV
279Rg,111,168,279,90,ms,asymmetric,100.0,approximation,0.09,s,10.529999900000002,MeV
280Rg,111,169,280,3.87,s,symmetric,100.0,approximation,3.87,s,10.1487999,MeV
277Cn,112,165,277,0.61,ms,asymmetric,100.0,approximation,0.00061,s,11.6221999,MeV
281Cn,112,169,281,180,ms,asymmetric,100.0,approximation,0.18,s,10.4299999,MeV
286Cn,112,174,286,11,m,asymmetric,100.0,approximation,660.0,s,9.235,MeV
283Cn,112,171,283,4.6,s,asymmetric,85.0,approximation,5.411764705882352,s,9.888,MeV
284Cn,112,172,284,121,ms,asymmetric,2.0,approximation,6.05,s,9.67,MeV
285Cn,112,173,285,33,s,asymmetric,100.0,approximation,33.0,s,9.388,MeV
278Nh,113,165,278,1.4,s,asymmetric,100.0,approximation,1.4,s,11.9927999,MeV
282Nh,113,169,282,73,ms,asymmetric,100.0,approximation,0.073,s,10.7831999,MeV
284Nh,113,171,284,0.82,s,symmetric,100.0,approximation,0.82,s,10.280002699999999,MeV
285Nh,113,172,285,2.1,s,asymmetric,100.0,approximation,2.1,s,10.0099999,MeV
283Nh,113,170,283,70,ms,asymmetric,100.0,approximation,0.07,s,10.417,MeV
286Nh,113,173,286,9.5,s,asymmetric,100.0,approximation,9.5,s,9.789999900000002,MeV
290Nh,113,177,290,2,s,asymmetric,100.0,approximation,2.0,s,9.38,MeV
285Fl,114,171,285,100,ms,asymmetric,100.0,approximation,0.1,s,10.559999900000001,MeV
286Fl,114,172,286,121,ms,asymmetric,60.0,asymmetric,0.2016666666666667,s,10.3550663,MeV
287Fl,114,173,287,400,ms,asymmetric,100.0,approximation,0.4,s,10.166799900000001,MeV
288Fl,114,174,288,0.64,s,asymmetric,100.0,approximation,0.64,s,10.0764873,MeV
289Fl,114,175,289,2.4,s,asymmetric,100.0,approximation,2.4,s,9.9541798,MeV
290Mc,115,175,290,0.65,s,asymmetric,100.0,approximation,0.65,s,10.4099999,MeV
288Mc,115,173,288,199,ms,symmetric,100.0,approximation,0.199,s,10.649999900000001,MeV
289Mc,115,174,289,277,ms,asymmetric,100.0,approximation,0.277,s,10.4899999,MeV
287Mc,115,172,287,37,ms,asymmetric,100.0,approximation,0.037,s,10.7599999,MeV
290Lv,116,174,290,8.3,ms,asymmetric,100.0,approximation,0.0083,s,10.9968334,MeV
291Lv,116,175,291,19,ms,asymmetric,100.0,approximation,0.019,s,10.889999900000001,MeV
292Lv,116,176,292,12.8,ms,asymmetric,100.0,approximation,0.0128,s,10.7911897,MeV
293Lv,116,177,293,95,ms,asymmetric,100.0,approximation,0.095,s,10.677327100000001,MeV
293Ts,117,176,293,21,ms,asymmetric,100.0,approximation,0.021,s,11.319999900000001,MeV
294Ts,117,177,294,51,ms,asymmetric,100.0,approximation,0.051000000000000004,s,11.1799999,MeV
294Og,118,176,294,0.58,ms,asymmetric,100.0,approximation,0.00058,s,11.8673266,MeV
